"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","346","POST test - create a user","chromium","2026-06-30","passed","2026-06-30","running e2e gorest api test","api/users.api.separate.spec.ts","",""
"","2635","@smoke logout link exist test","chromium","2026-06-30","passed","2026-06-30","","homepage.spec.ts","",""
"","2521","@smoke footers exist on product page","chromium","2026-06-30","passed","2026-06-30","","productpage.spec.ts","",""
"","2331","@regression json data driven invalid login using non fixure test for invalid32@open.com","chromium","2026-06-30","passed","2026-06-30","","loginpage.spec.ts","",""
"","3898","@smoke user is able to land on the product page test for MacBook Air","chromium","2026-06-30","passed","2026-06-30","","search.spec.ts","",""
"","2281","@regression data driven invalid login using non fixure test for invalid21@open.com","chromium","2026-06-30","passed","2026-06-30","","loginpage.spec.ts","",""
"","0","Update a user test","chromium","2026-06-30","skipped","2026-06-30","","api/users.api.spec.ts","",""
"","3883","@regression product images count test for product: MacBook","chromium","2026-06-30","passed","2026-06-30","","productpage.spec.ts","",""
"","2702","@smoke valid login test","chromium","2026-06-30","passed","2026-06-30","","loginpage.spec.ts","",""
"","3176","@regression search product results count test for MacBook Pro","chromium","2026-06-30","passed","2026-06-30","","search.spec.ts","",""
"","3086","@regression search product results count test for iMac","chromium","2026-06-30","passed","2026-06-30","","search.spec.ts","",""
"","2528","@smoke comp logo exists on product page","chromium","2026-06-30","passed","2026-06-30","","productpage.spec.ts","",""
"","2059","delete user with DELETE method - AAA","chromium","2026-06-30","passed","2026-06-30","","api/users.api.aaa.spec.ts","",""
"","2350","@regression json data driven invalid login using non fixure test for invalid3@open.com","chromium","2026-06-30","passed","2026-06-30","","loginpage.spec.ts","",""
"","996","update user with PUT method - AAA","chromium","2026-06-30","passed","2026-06-30","","api/users.api.aaa.spec.ts","",""
"","214","mock seach data api","chromium","2026-06-30","passed","2026-06-30","","api/intercept.spec.ts","",""
"","1732","create user with POST method - AAA","chromium","2026-06-30","passed","2026-06-30","","api/users.api.aaa.spec.ts","",""
"","3424","@regression search product results count test for MacBook Air","chromium","2026-06-30","passed","2026-06-30","","search.spec.ts","",""
"","80","create new booking test","chromium","2026-06-30","passed","2026-06-30","","api/bookings.api.spec.ts","",""
"","84","delete booking test","chromium","2026-06-30","passed","2026-06-30","","api/bookings.api.spec.ts","",""
"","3971","csv data-driven registration of user with firstname firstname03","chromium","2026-06-30","passed","2026-06-30","","registration.spec.ts","",""
"","2630","@regression home page headers exist test","chromium","2026-06-30","passed","2026-06-30","","homepage.spec.ts","",""
"","3900","json data-driven registration of user with firstname firstname14","chromium","2026-06-30","passed","2026-06-30","","registration.spec.ts","",""
"","3595","@regression product header displayed test for product: MacBook Pro","chromium","2026-06-30","passed","2026-06-30","","productpage.spec.ts","",""
"","4036","json data-driven registration of user with firstname firstname11","chromium","2026-06-30","passed","2026-06-30","","registration.spec.ts","",""
"","3951","@regression product header displayed test for product: MacBook","chromium","2026-06-30","passed","2026-06-30","","productpage.spec.ts","",""
"","3789","@regression product images count test for product: MacBook Pro","chromium","2026-06-30","passed","2026-06-30","","productpage.spec.ts","",""
"","3669","@regression verify product information for product: Canon EOS 5D","chromium","2026-06-30","passed","2026-06-30","","productpage.spec.ts","",""
"","2420","get registration page title test","chromium","2026-06-30","passed","2026-06-30","","registration.spec.ts","",""
"","2354","@smoke footers exist on product page","chromium","2026-06-30","passed","2026-06-30","","search.spec.ts","",""
"","2485","@regression invalid login test","chromium","2026-06-30","passed","2026-06-30","","loginpage.spec.ts","",""
"","3881","@regression product header displayed test for product: MacBook Air","chromium","2026-06-30","passed","2026-06-30","","productpage.spec.ts","",""
"","3881","@regression product header displayed test for product: Canon EOS 5D","chromium","2026-06-30","passed","2026-06-30","","productpage.spec.ts","",""
"","2388","@regression data driven invalid login using non fixure test for invalid31@open.com","chromium","2026-06-30","passed","2026-06-30","","loginpage.spec.ts","",""
"","3691","@regression product images count test for product: Canon EOS 5D","chromium","2026-06-30","passed","2026-06-30","","productpage.spec.ts","",""
"","2619","@smoke home page title test","chromium","2026-06-30","passed","2026-06-30","","homepage.spec.ts","",""
"","3936","@regression verify product information for product: MacBook","chromium","2026-06-30","passed","2026-06-30","","productpage.spec.ts","",""
"","2510","@regression data driven invalid login using non fixure test for invalid2@open.com","chromium","2026-06-30","passed","2026-06-30","","loginpage.spec.ts","",""
"","3781","@regression product images count test for product: MacBook Air","chromium","2026-06-30","passed","2026-06-30","","productpage.spec.ts","",""
"","0","Delete a user test","chromium","2026-06-30","skipped","2026-06-30","","api/users.api.spec.ts","",""
"","79","update booking test","chromium","2026-06-30","passed","2026-06-30","","api/bookings.api.spec.ts","",""
"","378","PUT test - update a user","chromium","2026-06-30","passed","2026-06-30","running e2e gorest api test","api/users.api.separate.spec.ts","",""
